name:keypoints_x:keypoints_y
1487_c5s3_096287_02.jpg:[26, 42, 30, 38, 40, 24, 34, 34, 30, 22, 28, 32, 30, 34, 38, 32]:[93, 111, 87, 85, 109, 97, 85, 27, 21, 6, 58, 43, 27, 27, 45, 64]
1281_c2s3_021007_08.jpg:[34, 34, 28, 40, 40, 36, 34, 34, 36, 40, 13, 18, 24, 46, 51, 55]:[116, 97, 78, 78, 99, 116, 78, 54, 52, 35, 78, 66, 52, 52, 66, 78]
0573_c5s2_018955_01.jpg:[44, 53, 38, 26, 38, 46, 32, 26, 26, 28, 59, 46, 38, 13, 7, 22]:[109, 85, 62, 64, 87, 109, 64, 27, 19, 2, 41, 43, 27, 27, 43, 45]
0279_c1s2_014666_01.jpg:[44, 20, 18, 32, 34, 44, 24, 28, 28, 30, 1, 5, 13, 40, 42, 42]:[116, 91, 64, 64, 91, 116, 64, 25, 19, 2, 58, 39, 25, 27, 43, 27]
0264_c2s1_055346_02.jpg:[30, 26, 26, 40, 40, 34, 32, 32, 34, 40, 30, 15, 18, 46, 49, 51]:[118, 89, 62, 62, 89, 114, 62, 27, 21, 6, 37, 45, 27, 27, 39, 29]
0762_c3s2_097878_02.jpg:[49, 46, 44, 30, 28, 28, 36, 38, 38, 36, 53, 55, 51, 26, 22, 18]:[114, 93, 76, 76, 93, 111, 76, 52, 47, 31, 83, 68, 52, 50, 64, 76]
0486_c5s2_109152_06.jpg:[30, 28, 44, 49, 30, 30, 42, 34, 44, 32, 40, 32, 46, 49, 53, 51]:[118, 89, 66, 66, 91, 116, 66, 10, 39, 8, 54, 52, 23, 23, 45, 45]
0449_c5s1_112670_01.jpg:[24, 26, 28, 30, 24, 26, 30, 34, 32, 28, 20, 20, 51, 51, 61, 57]:[114, 87, 60, 62, 87, 114, 60, 27, 23, 6, 43, 45, 27, 27, 43, 54]
1278_c4s5_051910_01.jpg:[59, 44, 42, 30, 26, 24, 36, 36, 38, 44, 61, 61, 49, 18, 13, 18]:[109, 89, 64, 66, 91, 116, 64, 25, 23, 10, 33, 43, 27, 31, 50, 64]
0564_c5s2_004205_03.jpg:[28, 30, 26, 42, 34, 30, 34, 24, 22, 20, 20, 15, 9, 40, 53, 18]:[126, 97, 68, 66, 97, 124, 68, 25, 19, 2, 56, 52, 25, 23, 35, 54]
0222_c2s1_045801_02.jpg:[18, 42, 42, 30, 13, 15, 36, 38, 38, 38, 59, 53, 51, 26, 20, 15]:[105, 93, 68, 70, 89, 107, 70, 25, 17, 2, 45, 41, 25, 25, 47, 64]
0667_c3s2_052287_07.jpg:[61, 57, 44, 24, 59, 59, 34, 26, 28, 32, 57, 55, 38, 15, 13, 32]:[116, 89, 62, 64, 89, 116, 64, 25, 21, 2, 39, 37, 23, 25, 43, 41]
0849_c3s2_107403_07.jpg:[26, 24, 32, 46, 53, 51, 38, 26, 26, 30, 38, 40, 38, 7, 5, 7]:[120, 91, 68, 68, 91, 116, 66, 27, 23, 6, 54, 25, 23, 29, 29, 33]
0772_c1s4_058386_03.jpg:[46, 24, 24, 36, 44, 51, 30, 44, 46, 46, 11, 15, 34, 53, 49, 9]:[105, 89, 64, 66, 85, 105, 66, 35, 25, 6, 64, 47, 29, 41, 62, 62]
0603_c3s2_016937_02.jpg:[24, 26, 51, 36, 26, 24, 44, 34, 32, 22, 61, 55, 44, 28, 32, 61]:[114, 91, 66, 66, 91, 116, 66, 29, 23, 10, 62, 45, 25, 33, 50, 62]
0399_c2s1_094471_01.jpg:[46, 28, 28, 40, 42, 30, 36, 36, 36, 40, 18, 18, 22, 46, 49, 53]:[111, 91, 68, 66, 89, 114, 68, 29, 21, 2, 66, 50, 27, 29, 47, 62]
0123_c3s1_029276_01.jpg:[49, 42, 34, 26, 42, 51, 30, 26, 28, 32, 61, 61, 36, 13, 11, 32]:[111, 85, 64, 64, 89, 114, 64, 27, 19, 2, 45, 50, 27, 25, 50, 52]
1291_c2s3_049457_11.jpg:[53, 42, 42, 32, 26, 28, 36, 36, 36, 26, 36, 49, 46, 28, 20, 20]:[111, 95, 83, 83, 97, 114, 83, 56, 54, 41, 64, 68, 54, 58, 68, 76]
0653_c5s2_034880_02.jpg:[38, 11, 22, 34, 49, 53, 28, 32, 32, 38, 30, 18, 22, 40, 44, 51]:[111, 85, 70, 72, 91, 116, 70, 43, 37, 21, 66, 58, 41, 47, 64, 68]
1135_c5s2_158599_02.jpg:[28, 28, 28, 40, 44, 57, 34, 22, 20, 9, 11, 11, 11, 34, 53, 51]:[114, 87, 64, 62, 89, 109, 64, 27, 19, 4, 47, 47, 31, 21, 35, 39]
0110_c6s1_035076_01.jpg:[22, 24, 24, 40, 42, 22, 32, 36, 34, 32, 15, 30, 26, 46, 59, 51]:[116, 93, 72, 74, 95, 116, 72, 27, 19, 4, 68, 52, 27, 25, 47, 68]
0915_c3s2_119069_04.jpg:[49, 13, 44, 44, 11, 11, 22, 55, 55, 57, 7, 57, 49, 51, 57, 7]:[120, 89, 70, 70, 89, 118, 68, 45, 43, 27, 66, 33, 47, 47, 35, 66]
0848_c3s2_107353_05.jpg:[36, 38, 36, 22, 24, 20, 28, 32, 32, 36, 57, 53, 46, 15, 5, 13]:[109, 91, 62, 64, 91, 114, 64, 27, 23, 6, 62, 45, 27, 27, 45, 54]
0456_c3s2_078528_01.jpg:[30, 38, 40, 26, 30, 28, 34, 36, 38, 42, 9, 5, 22, 51, 61, 9]:[122, 93, 66, 66, 93, 120, 66, 27, 19, 2, 62, 43, 23, 27, 37, 64]
0907_c1s4_062086_01.jpg:[40, 20, 44, 28, 34, 36, 36, 32, 30, 24, 5, 59, 15, 46, 55, 59]:[95, 114, 85, 85, 118, 122, 85, 25, 17, 2, 35, 50, 27, 23, 47, 25]
0195_c1s1_070656_02.jpg:[36, 38, 32, 20, 28, 36, 26, 32, 36, 38, 44, 53, 46, 13, 9, 20]:[116, 91, 64, 64, 91, 118, 64, 27, 19, 2, 45, 45, 29, 27, 43, 45]
0616_c6s2_026868_02.jpg:[36, 24, 26, 40, 38, 38, 32, 30, 28, 24, 26, 9, 15, 46, 57, 44]:[118, 91, 64, 66, 93, 118, 66, 27, 21, 4, 39, 45, 29, 25, 39, 41]
0067_c6s1_009801_03.jpg:[13, 30, 28, 15, 13, 13, 22, 32, 34, 44, 32, 42, 42, 22, 20, 11]:[114, 89, 68, 66, 91, 114, 66, 33, 33, 19, 66, 54, 37, 33, 47, 64]
0566_c3s2_013737_01.jpg:[42, 40, 40, 26, 24, 28, 34, 32, 32, 32, 55, 55, 46, 18, 15, 28]:[116, 93, 66, 64, 89, 114, 64, 27, 27, 8, 47, 45, 27, 27, 50, 47]
0555_c3s2_013337_03.jpg:[28, 22, 24, 38, 22, 36, 32, 36, 36, 42, 28, 7, 46, 49, 46, 53]:[120, 95, 89, 87, 95, 120, 87, 31, 29, 10, 62, 56, 35, 35, 50, 64]
0711_c1s4_025281_04.jpg:[36, 18, 24, 42, 34, 36, 34, 30, 30, 28, 9, 5, 15, 49, 59, 44]:[116, 87, 62, 62, 89, 116, 62, 29, 23, 4, 50, 45, 29, 27, 45, 50]
0097_c6s1_016526_01.jpg:[55, 20, 40, 36, 34, 55, 36, 36, 34, 34, 55, 51, 40, 30, 51, 53]:[105, 87, 64, 64, 93, 105, 64, 27, 37, 21, 56, 41, 27, 27, 41, 56]
0793_c6s2_081718_01.jpg:[38, 38, 44, 32, 36, 38, 38, 36, 28, 18, 7, 51, 49, 26, 22, 7]:[118, 95, 68, 68, 97, 120, 68, 27, 21, 6, 45, 47, 27, 29, 50, 47]
0032_c6s1_002951_02.jpg:[42, 40, 15, 13, 42, 42, 18, 44, 44, 32, 5, 61, 55, 9, 5, 3]:[114, 97, 25, 25, 95, 114, 25, 27, 23, 25, 68, 50, 27, 31, 52, 68]
1447_c3s3_057353_01.jpg:[28, 26, 28, 44, 44, 44, 36, 32, 28, 18, 7, 15, 18, 46, 59, 61]:[111, 89, 62, 60, 89, 116, 62, 25, 21, 6, 62, 47, 29, 23, 39, 52]
0398_c1s2_022116_01.jpg:[18, 24, 26, 36, 53, 44, 30, 34, 38, 49, 46, 28, 32, 38, 40, 49]:[114, 89, 58, 58, 85, 109, 58, 23, 17, 4, 47, 41, 23, 23, 41, 47]
0451_c1s2_044496_03.jpg:[30, 36, 42, 55, 38, 30, 46, 49, 44, 40, 40, 42, 30, 57, 49, 38]:[107, 85, 76, 78, 85, 107, 78, 47, 25, 8, 43, 43, 23, 27, 45, 43]
1455_c4s6_009685_01.jpg:[26, 30, 34, 20, 24, 24, 26, 30, 32, 46, 49, 42, 42, 18, 18, 34]:[124, 97, 66, 68, 97, 122, 68, 25, 17, 2, 64, 47, 25, 25, 45, 60]
0110_c1s1_035351_01.jpg:[24, 49, 42, 28, 32, 24, 34, 28, 28, 24, 38, 55, 42, 15, 11, 24]:[111, 87, 68, 70, 89, 111, 70, 29, 21, 8, 62, 37, 27, 29, 50, 47]
0565_c4s3_017904_01.jpg:[9, 7, 13, 44, 53, 59, 34, 28, 26, 15, 13, 3, 11, 44, 51, 46]:[124, 105, 70, 66, 103, 126, 68, 27, 21, 4, 17, 25, 27, 27, 45, 60]
1152_c4s5_045185_01.jpg:[44, 51, 36, 22, 20, 44, 28, 26, 28, 34, 7, 5, 38, 38, 34, 40]:[116, 81, 70, 72, 93, 116, 70, 25, 19, 4, 68, 50, 27, 27, 47, 56]
0308_c6s1_069951_02.jpg:[34, 36, 36, 22, 22, 22, 28, 28, 28, 28, 51, 51, 49, 15, 13, 18]:[105, 83, 56, 56, 83, 103, 54, 33, 39, 21, 64, 43, 37, 33, 52, 50]
1017_c5s2_141499_02.jpg:[42, 44, 38, 15, 26, 30, 22, 18, 15, 9, 49, 57, 24, 9, 5, 5]:[109, 87, 62, 62, 93, 124, 60, 29, 23, 8, 45, 41, 27, 31, 50, 66]
0887_c3s2_109303_06.jpg:[61, 53, 40, 24, 22, 20, 32, 34, 34, 34, 61, 61, 51, 20, 11, 22]:[114, 91, 62, 62, 91, 116, 62, 27, 19, 2, 62, 54, 27, 25, 45, 47]
1313_c3s3_054678_01.jpg:[38, 38, 36, 20, 26, 28, 28, 30, 32, 34, 59, 61, 46, 15, 3, 1]:[118, 91, 60, 62, 93, 118, 60, 25, 19, 2, 27, 39, 27, 23, 41, 56]
0919_c6s2_108693_01.jpg:[20, 20, 24, 38, 42, 34, 30, 36, 36, 30, 18, 5, 11, 55, 59, 51]:[124, 93, 64, 64, 91, 120, 64, 23, 21, 4, 43, 47, 25, 25, 45, 45]
0114_c2s3_071702_01.jpg:[24, 24, 26, 42, 42, 40, 34, 34, 34, 34, 13, 13, 20, 51, 53, 55]:[111, 91, 66, 64, 91, 118, 66, 31, 25, 6, 66, 47, 31, 29, 47, 64]
0826_c6s2_098568_02.jpg:[46, 44, 42, 28, 20, 13, 36, 40, 42, 46, 57, 61, 53, 30, 15, 26]:[116, 89, 60, 58, 89, 114, 58, 27, 21, 6, 29, 43, 29, 25, 45, 43]
1313_c2s3_027757_01.jpg:[40, 30, 28, 42, 38, 28, 34, 36, 34, 32, 63, 61, 53, 53, 61, 63]:[122, 93, 64, 64, 93, 114, 64, 25, 21, 2, 50, 39, 23, 25, 39, 50]
1426_c3s3_053728_06.jpg:[42, 1, 15, 30, 36, 44, 24, 13, 11, 3, 3, 5, 3, 24, 20, 7]:[118, 87, 62, 62, 93, 120, 62, 29, 25, 8, 64, 47, 29, 29, 50, 62]
0739_c2s3_061277_02.jpg:[57, 51, 15, 28, 51, 59, 20, 26, 28, 34, 49, 22, 18, 34, 40, 49]:[124, 95, 66, 62, 95, 124, 64, 25, 19, 2, 60, 45, 27, 27, 47, 60]
0984_c6s2_119218_03.jpg:[11, 18, 24, 40, 42, 44, 32, 34, 36, 38, 18, 11, 20, 51, 53, 51]:[111, 89, 64, 66, 93, 116, 64, 27, 21, 2, 54, 41, 25, 25, 43, 58]
0766_c3s2_081803_06.jpg:[28, 38, 40, 30, 36, 30, 34, 28, 28, 20, 18, 28, 30, 22, 15, 13]:[120, 91, 64, 66, 91, 118, 66, 41, 41, 31, 62, 56, 41, 39, 62, 64]
0557_c6s2_002368_02.jpg:[18, 26, 24, 34, 30, 38, 28, 28, 28, 30, 20, 11, 18, 38, 49, 57]:[105, 85, 62, 62, 85, 109, 62, 29, 23, 6, 54, 45, 29, 29, 45, 58]
1266_c1s5_050841_02.jpg:[38, 44, 30, 13, 20, 18, 22, 34, 36, 40, 53, 44, 42, 30, 24, 42]:[114, 87, 62, 62, 93, 118, 62, 25, 19, 2, 64, 45, 25, 25, 41, 60]
0575_c5s2_081802_01.jpg:[9, 53, 38, 24, 20, 11, 30, 26, 28, 28, 55, 46, 36, 18, 22, 32]:[116, 87, 66, 66, 93, 114, 66, 27, 21, 4, 60, 47, 25, 27, 45, 43]
0759_c2s2_070107_01.jpg:[28, 24, 26, 42, 44, 42, 34, 36, 34, 34, 7, 5, 15, 53, 59, 61]:[114, 91, 68, 66, 93, 118, 68, 29, 23, 4, 60, 43, 27, 29, 47, 66]
1480_c3s3_062803_01.jpg:[51, 53, 40, 28, 30, 18, 34, 34, 34, 36, 61, 59, 51, 18, 13, 9]:[107, 83, 60, 62, 87, 105, 60, 25, 17, 2, 47, 43, 25, 25, 41, 56]
0948_c4s4_060066_01.jpg:[53, 49, 42, 24, 24, 26, 32, 34, 32, 30, 51, 51, 51, 18, 11, 13]:[120, 99, 72, 72, 103, 126, 72, 27, 19, 2, 72, 50, 25, 31, 52, 43]
0105_c6s1_038276_01.jpg:[34, 36, 38, 28, 36, 42, 32, 40, 38, 32, 61, 61, 59, 18, 5, 18]:[120, 93, 74, 74, 97, 120, 72, 31, 31, 17, 62, 62, 35, 27, 45, 72]
1269_c4s5_050760_01.jpg:[36, 36, 30, 42, 40, 42, 36, 28, 26, 18, 7, 5, 18, 40, 55, 57]:[114, 89, 64, 62, 89, 116, 64, 25, 21, 4, 39, 39, 25, 25, 45, 58]
0760_c3s2_073678_01.jpg:[20, 22, 22, 38, 44, 53, 30, 32, 28, 24, 7, 3, 13, 49, 57, 51]:[120, 95, 66, 66, 93, 118, 66, 27, 19, 2, 56, 43, 27, 27, 45, 60]
1338_c3s3_042078_04.jpg:[28, 38, 36, 26, 32, 28, 30, 28, 30, 34, 53, 46, 40, 15, 9, 3]:[118, 87, 60, 60, 89, 118, 60, 25, 19, 2, 37, 39, 23, 27, 47, 62]
0842_c6s2_101168_01.jpg:[30, 28, 26, 40, 38, 34, 34, 28, 28, 22, 11, 3, 18, 49, 61, 57]:[114, 85, 66, 64, 87, 114, 64, 29, 23, 4, 23, 35, 27, 27, 43, 56]
0517_c5s1_145670_03.jpg:[28, 22, 22, 36, 53, 28, 28, 30, 30, 30, 20, 3, 18, 44, 46, 30]:[120, 95, 68, 66, 87, 122, 68, 29, 23, 6, 45, 45, 27, 29, 45, 43]
0939_c3s2_118044_02.jpg:[32, 34, 26, 13, 20, 20, 20, 24, 26, 28, 55, 44, 40, 7, 3, 57]:[124, 93, 62, 64, 89, 122, 62, 25, 17, 2, 58, 45, 25, 25, 45, 58]
0701_c6s2_048393_02.jpg:[28, 34, 38, 36, 26, 30, 38, 30, 30, 26, 30, 44, 38, 38, 18, 20]:[122, 95, 68, 68, 97, 122, 68, 47, 45, 31, 118, 58, 43, 45, 70, 81]
0379_c5s1_089598_03.jpg:[30, 26, 22, 36, 46, 30, 28, 24, 24, 15, 57, 46, 11, 38, 49, 55]:[111, 89, 68, 66, 87, 111, 68, 29, 29, 14, 56, 45, 33, 27, 45, 56]
0385_c1s2_036916_03.jpg:[20, 18, 22, 36, 44, 20, 28, 34, 30, 24, 11, 15, 22, 46, 42, 26]:[118, 89, 62, 64, 93, 118, 62, 23, 19, 4, 37, 39, 25, 25, 43, 37]
0104_c5s1_017826_01.jpg:[42, 36, 24, 40, 42, 46, 32, 32, 32, 26, 7, 3, 15, 49, 57, 61]:[118, 91, 66, 66, 91, 118, 66, 27, 25, 10, 58, 31, 27, 27, 47, 64]
1339_c5s3_039340_01.jpg:[36, 20, 22, 38, 42, 44, 30, 30, 30, 30, 7, 9, 15, 44, 55, 53]:[114, 93, 66, 66, 91, 118, 66, 27, 23, 6, 64, 45, 27, 27, 45, 64]
0023_c6s1_003876_03.jpg:[30, 26, 22, 38, 40, 46, 30, 30, 30, 28, 7, 9, 15, 49, 59, 59]:[111, 87, 60, 58, 87, 116, 60, 25, 19, 2, 62, 45, 27, 23, 37, 54]
0738_c6s2_086093_01.jpg:[20, 24, 28, 44, 44, 46, 36, 36, 36, 40, 24, 9, 18, 53, 57, 61]:[124, 101, 72, 72, 101, 126, 72, 29, 23, 4, 45, 47, 29, 31, 54, 70]
0032_c6s1_002976_02.jpg:[36, 38, 36, 22, 20, 15, 28, 36, 38, 40, 51, 57, 51, 13, 11, 11]:[111, 89, 62, 62, 89, 122, 62, 27, 21, 4, 41, 45, 27, 29, 50, 64]
0272_c6s1_065651_01.jpg:[28, 26, 26, 42, 40, 42, 34, 38, 38, 42, 7, 9, 20, 55, 61, 57]:[111, 87, 62, 64, 89, 114, 62, 25, 19, 2, 60, 43, 25, 25, 47, 64]
0261_c2s1_081421_01.jpg:[24, 32, 28, 44, 44, 40, 36, 32, 30, 30, 5, 7, 13, 49, 59, 59]:[105, 91, 66, 64, 91, 118, 64, 25, 19, 2, 66, 47, 27, 25, 47, 68]
1159_c1s5_047716_01.jpg:[11, 22, 24, 34, 42, 49, 28, 28, 26, 20, 7, 20, 28, 22, 20, 5]:[111, 93, 70, 70, 93, 114, 68, 39, 37, 21, 47, 43, 39, 41, 41, 47]
1200_c1s5_037591_02.jpg:[30, 44, 40, 26, 24, 28, 34, 34, 34, 36, 59, 53, 49, 20, 18, 22]:[107, 93, 64, 64, 87, 105, 64, 29, 23, 6, 66, 50, 29, 29, 54, 64]
0449_c4s2_039073_02.jpg:[34, 36, 30, 34, 44, 44, 30, 36, 26, 34, 20, 42, 44, 49, 22, 42]:[114, 87, 72, 64, 85, 111, 68, 74, 27, 10, 93, 45, 31, 31, 60, 54]
0318_c6s1_071976_02.jpg:[24, 53, 44, 11, 53, 24, 18, 34, 18, 15, 3, 53, 28, 30, 53, 3]:[114, 45, 68, 68, 45, 111, 68, 27, 39, 35, 60, 41, 35, 37, 41, 60]
0415_c1s2_025416_04.jpg:[9, 9, 34, 44, 9, 57, 55, 42, 42, 44, 49, 38, 32, 46, 53, 51]:[116, 89, 60, 54, 89, 111, 105, 78, 76, 60, 60, 47, 23, 81, 91, 52]
1258_c3s3_021228_02.jpg:[46, 40, 44, 28, 36, 46, 36, 28, 26, 24, 53, 57, 44, 13, 11, 9]:[116, 91, 64, 66, 93, 116, 64, 29, 21, 4, 62, 41, 27, 29, 50, 64]
1353_c1s5_067166_04.jpg:[9, 18, 24, 42, 51, 57, 32, 32, 28, 22, 18, 18, 20, 44, 59, 30]:[118, 91, 64, 64, 89, 111, 64, 25, 17, 2, 47, 45, 25, 23, 41, 47]
1437_c6s3_079542_01.jpg:[40, 49, 34, 18, 22, 22, 26, 32, 34, 42, 51, 44, 42, 18, 9, 51]:[109, 87, 62, 62, 85, 114, 62, 23, 19, 2, 66, 45, 27, 21, 43, 66]
1492_c5s3_062290_01.jpg:[30, 28, 26, 36, 38, 42, 30, 28, 28, 24, 20, 51, 20, 38, 49, 49]:[109, 89, 68, 66, 87, 116, 66, 35, 31, 10, 74, 45, 35, 35, 45, 54]
0296_c6s1_066926_01.jpg:[40, 42, 36, 18, 30, 32, 26, 46, 30, 24, 59, 49, 49, 49, 57, 59]:[105, 89, 64, 68, 91, 103, 64, 27, 29, 19, 68, 47, 27, 27, 47, 68]
0669_c3s2_050287_01.jpg:[55, 53, 40, 24, 22, 26, 32, 30, 30, 32, 51, 51, 44, 18, 13, 13]:[118, 97, 66, 68, 95, 120, 66, 27, 19, 2, 45, 47, 27, 27, 54, 72]
0711_c6s2_079368_01.jpg:[24, 26, 26, 40, 36, 32, 32, 30, 32, 36, 15, 13, 15, 46, 53, 57]:[114, 87, 62, 62, 89, 114, 62, 27, 25, 6, 54, 47, 27, 27, 45, 50]
1386_c6s3_070817_03.jpg:[30, 44, 55, 7, 42, 42, 7, 13, 13, 5, 59, 44, 11, 13, 42, 3]:[109, 87, 66, 37, 83, 114, 37, 64, 66, 47, 66, 23, 62, 66, 23, 35]
0261_c5s1_055176_04.jpg:[26, 22, 22, 30, 40, 26, 28, 30, 28, 18, 18, 18, 20, 42, 51, 42]:[99, 76, 58, 60, 64, 99, 60, 27, 21, 6, 47, 45, 29, 25, 43, 52]
1234_c5s3_016815_02.jpg:[32, 26, 26, 40, 36, 34, 34, 30, 28, 24, 22, 13, 15, 44, 51, 53]:[116, 93, 68, 68, 95, 118, 68, 27, 21, 4, 62, 47, 27, 27, 47, 62]
0670_c1s3_066776_01.jpg:[34, 11, 22, 36, 42, 44, 28, 32, 30, 26, 7, 13, 20, 46, 59, 53]:[109, 87, 62, 62, 91, 116, 62, 27, 19, 2, 58, 45, 29, 25, 37, 56]
0331_c6s1_086426_02.jpg:[15, 13, 15, 30, 34, 36, 22, 30, 28, 20, 18, 7, 20, 42, 55, 42]:[107, 85, 58, 60, 85, 103, 60, 25, 19, 4, 19, 33, 25, 25, 35, 52]
